OrderDetailsID,OrderID,PizzaID,PizzaType,Quantity
10394,4548,96,veggie_veg_l,1
10395,4549,52,peppr_salami_s,1
10396,4550,1,bbq_ckn_s,1
10397,4550,18,thai_ckn_l,1
10398,4551,2,bbq_ckn_m,1
10399,4552,80,ital_veggie_m,1
10400,4552,14,southw_ckn_m,1
10401,4553,11,ckn_pesto_m,1
10402,4554,35,pep_msh_pep_m,1
10403,4555,27,hawaiian_l,1
10404,4555,25,hawaiian_s,1
10405,4555,80,ital_veggie_m,1
10406,4555,54,peppr_salami_l,2
10407,4555,15,southw_ckn_l,1
10408,4555,66,spicy_ital_l,1
10409,4555,64,spicy_ital_s,1
10410,4555,18,thai_ckn_l,1
10411,4556,80,ital_veggie_m,1
10412,4556,15,southw_ckn_l,1
10413,4557,22,classic_dlx_s,1
10414,4558,43,the_greek_xl,1
10415,4559,6,cali_ckn_l,1
10416,4560,22,classic_dlx_s,1
10417,4560,87,mexicana_l,1
10418,4560,66,spicy_ital_l,1
10419,4561,3,bbq_ckn_l,1
10420,4562,32,napolitana_m,1
10421,4562,56,prsc_argla_m,1
10422,4563,25,hawaiian_s,1
10423,4563,82,mediterraneo_s,1
10424,4563,95,veggie_veg_m,1
10425,4564,33,napolitana_l,1
10426,4565,46,calabrese_s,1
10427,4565,96,veggie_veg_l,1
10428,4566,47,calabrese_m,1
10429,4566,22,classic_dlx_s,1
10430,4566,68,spinach_supr_m,1
10431,4567,19,big_meat_s,1
10432,4567,37,pepperoni_s,1
10433,4568,3,bbq_ckn_l,1
10434,4568,18,thai_ckn_l,1
10435,4569,2,bbq_ckn_m,1
10436,4569,75,four_cheese_l,1
10437,4570,55,prsc_argla_s,1
10438,4571,27,hawaiian_l,1
10439,4572,1,bbq_ckn_s,1
10440,4572,55,prsc_argla_s,1
10441,4573,5,cali_ckn_m,1
10442,4573,72,five_cheese_l,1
10443,4573,16,thai_ckn_s,2
10444,4574,67,spinach_supr_s,1
10445,4575,27,hawaiian_l,1
10446,4575,95,veggie_veg_m,1
10447,4576,6,cali_ckn_l,1
10448,4576,77,green_garden_m,1
10449,4576,66,spicy_ital_l,1
10450,4576,18,thai_ckn_l,1
10451,4577,16,thai_ckn_s,1
10452,4578,2,bbq_ckn_m,1
10453,4578,26,hawaiian_m,1
10454,4579,11,ckn_pesto_m,1
10455,4579,64,spicy_ital_s,1
10456,4580,26,hawaiian_m,1
10457,4580,25,hawaiian_s,1
10458,4580,84,mediterraneo_l,2
10459,4581,15,southw_ckn_l,1
10460,4582,45,brie_carre_s,1
10461,4582,23,classic_dlx_m,1
10462,4582,59,sicilian_m,1
10463,4583,19,big_meat_s,1
10464,4583,84,mediterraneo_l,1
10465,4584,54,peppr_salami_l,1
10466,4584,92,spinach_fet_m,1
10467,4585,76,green_garden_s,1
10468,4586,92,spinach_fet_m,1
10469,4587,78,green_garden_l,1
10470,4587,41,the_greek_m,1
10471,4588,19,big_meat_s,1
10472,4589,19,big_meat_s,1
10473,4589,27,hawaiian_l,1
10474,4589,89,spin_pesto_m,1
10475,4589,68,spinach_supr_m,1
10476,4590,3,bbq_ckn_l,1
10477,4590,66,spicy_ital_l,1
10478,4591,24,classic_dlx_l,1
10479,4591,51,ital_supr_l,1
10480,4591,34,pep_msh_pep_s,1
10481,4591,61,soppressata_s,1
10482,4592,42,the_greek_l,1
10483,4593,94,veggie_veg_s,1
10484,4594,66,spicy_ital_l,1
10485,4595,33,napolitana_l,1
10486,4596,74,four_cheese_m,1
10487,4596,39,pepperoni_l,1
10488,4597,45,brie_carre_s,1
10489,4597,27,hawaiian_l,1
10490,4597,17,thai_ckn_m,1
10491,4598,60,sicilian_l,1
10492,4599,59,sicilian_m,1
10493,4600,30,ital_cpcllo_l,1
10494,4601,72,five_cheese_l,1
10495,4602,3,bbq_ckn_l,1
10496,4602,23,classic_dlx_m,1
10497,4602,27,hawaiian_l,1
10498,4603,1,bbq_ckn_s,1
10499,4603,8,ckn_alfredo_m,1
10500,4603,63,soppressata_l,1
10501,4603,18,thai_ckn_l,1
10502,4603,41,the_greek_m,1
10503,4604,45,brie_carre_s,1
10504,4604,80,ital_veggie_m,1
10505,4605,53,peppr_salami_m,1
10506,4606,67,spinach_supr_s,1
10507,4607,50,ital_supr_m,1
10508,4607,33,napolitana_l,1
10509,4608,8,ckn_alfredo_m,1
10510,4608,22,classic_dlx_s,1
10511,4608,50,ital_supr_m,1
10512,4608,80,ital_veggie_m,1
10513,4609,54,peppr_salami_l,1
10514,4610,38,pepperoni_m,1
10515,4611,6,cali_ckn_l,1
10516,4611,11,ckn_pesto_m,1
10517,4611,24,classic_dlx_l,1
10518,4611,23,classic_dlx_m,1
10519,4611,87,mexicana_l,1
10520,4611,37,pepperoni_s,1
10521,4611,62,soppressata_m,1
10522,4611,61,soppressata_s,1
10523,4611,64,spicy_ital_s,1
10524,4611,16,thai_ckn_s,2
10525,4611,40,the_greek_s,1
10526,4612,92,spinach_fet_m,1
10527,4613,91,spinach_fet_s,1
10528,4614,25,hawaiian_s,1
10529,4615,46,calabrese_s,1
10530,4615,91,spinach_fet_s,1
10531,4616,93,spinach_fet_l,1
10532,4617,3,bbq_ckn_l,1
10533,4617,19,big_meat_s,1
10534,4617,24,classic_dlx_l,1
10535,4617,75,four_cheese_l,1
10536,4618,39,pepperoni_l,1
10537,4619,9,ckn_alfredo_l,1
10538,4619,37,pepperoni_s,1
10539,4619,96,veggie_veg_l,1
10540,4620,52,peppr_salami_s,1
10541,4621,51,ital_supr_l,1
10542,4621,50,ital_supr_m,1
10543,4621,39,pepperoni_l,1
10544,4621,68,spinach_supr_m,1
10545,4622,32,napolitana_m,1
10546,4622,96,veggie_veg_l,1
10547,4623,3,bbq_ckn_l,1
10548,4623,2,bbq_ckn_m,1
10549,4623,19,big_meat_s,1
10550,4623,45,brie_carre_s,1
10551,4623,76,green_garden_s,1
10552,4623,25,hawaiian_s,1
10553,4623,35,pep_msh_pep_m,1
10554,4623,52,peppr_salami_s,1
10555,4623,59,sicilian_m,1
10556,4623,63,soppressata_l,1
10557,4623,13,southw_ckn_s,1
10558,4623,18,thai_ckn_l,1
10559,4623,43,the_greek_xl,1
10560,4624,57,prsc_argla_l,1
10561,4625,3,bbq_ckn_l,1
10562,4625,8,ckn_alfredo_m,1
10563,4625,55,prsc_argla_s,1
10564,4625,18,thai_ckn_l,1
10565,4626,5,cali_ckn_m,1
10566,4627,22,classic_dlx_s,1
10567,4627,54,peppr_salami_l,1
10568,4628,25,hawaiian_s,1
10569,4628,87,mexicana_l,1
10570,4628,52,peppr_salami_s,1
10571,4629,25,hawaiian_s,1
10572,4629,59,sicilian_m,1
10573,4630,3,bbq_ckn_l,1
10574,4630,23,classic_dlx_m,1
10575,4630,25,hawaiian_s,1
10576,4630,66,spicy_ital_l,1
10577,4631,50,ital_supr_m,1
10578,4631,91,spinach_fet_s,1
10579,4632,19,big_meat_s,1
10580,4632,29,ital_cpcllo_m,1
10581,4633,90,spin_pesto_l,1
10582,4634,30,ital_cpcllo_l,1
10583,4634,31,napolitana_s,1
10584,4634,53,peppr_salami_m,1
10585,4635,19,big_meat_s,1
10586,4635,22,classic_dlx_s,1
10587,4636,51,ital_supr_l,1
10588,4636,55,prsc_argla_s,1
10589,4637,9,ckn_alfredo_l,1
10590,4637,90,spin_pesto_l,1
10591,4638,58,sicilian_s,1
10592,4638,14,southw_ckn_m,1
10593,4639,72,five_cheese_l,1
10594,4639,75,four_cheese_l,1
10595,4639,28,ital_cpcllo_s,1
10596,4640,12,ckn_pesto_l,1
10597,4641,6,cali_ckn_l,1
10598,4641,87,mexicana_l,1
10599,4642,4,cali_ckn_s,1
10600,4642,12,ckn_pesto_l,1
10601,4642,82,mediterraneo_s,1
10602,4642,87,mexicana_l,1
10603,4643,59,sicilian_m,1
10604,4643,15,southw_ckn_l,1
10605,4644,83,mediterraneo_m,1
10606,4644,36,pep_msh_pep_l,1
10607,4644,58,sicilian_s,1
10608,4644,18,thai_ckn_l,1
10609,4645,3,bbq_ckn_l,1
10610,4645,19,big_meat_s,1
10611,4645,23,classic_dlx_m,1
10612,4645,74,four_cheese_m,1
10613,4646,48,calabrese_l,1
10614,4646,51,ital_supr_l,1
10615,4646,53,peppr_salami_m,1
10616,4647,5,cali_ckn_m,1
10617,4647,76,green_garden_s,1
10618,4648,79,ital_veggie_s,1
10619,4648,63,soppressata_l,1
10620,4649,72,five_cheese_l,1
10621,4650,11,ckn_pesto_m,1
10622,4650,24,classic_dlx_l,1
10623,4651,2,bbq_ckn_m,1
10624,4651,74,four_cheese_m,1
10625,4651,62,soppressata_m,1
10626,4651,69,spinach_supr_l,1
10627,4652,56,prsc_argla_m,1
10628,4652,14,southw_ckn_m,1
10629,4653,8,ckn_alfredo_m,1
10630,4653,50,ital_supr_m,1
10631,4654,19,big_meat_s,1
10632,4655,84,mediterraneo_l,1
10633,4655,43,the_greek_xl,1
10634,4656,75,four_cheese_l,1
10635,4656,88,spin_pesto_s,1
10636,4657,75,four_cheese_l,1
10637,4658,16,thai_ckn_s,1
10638,4659,23,classic_dlx_m,1
10639,4659,72,five_cheese_l,1
10640,4660,78,green_garden_l,1
10641,4661,12,ckn_pesto_l,1
10642,4661,27,hawaiian_l,1
10643,4661,15,southw_ckn_l,1
10644,4661,91,spinach_fet_s,1
10645,4662,72,five_cheese_l,1
10646,4662,88,spin_pesto_s,1
10647,4662,69,spinach_supr_l,1
10648,4663,64,spicy_ital_s,1
10649,4664,3,bbq_ckn_l,1
10650,4664,50,ital_supr_m,1
10651,4664,39,pepperoni_l,1
10652,4664,63,soppressata_l,1
10653,4665,8,ckn_alfredo_m,1
10654,4665,24,classic_dlx_l,1
10655,4665,72,five_cheese_l,1
10656,4665,75,four_cheese_l,1
10657,4665,34,pep_msh_pep_s,1
10658,4665,18,thai_ckn_l,1
10659,4666,1,bbq_ckn_s,1
10660,4666,5,cali_ckn_m,1
10661,4667,5,cali_ckn_m,1
10662,4667,78,green_garden_l,1
10663,4667,38,pepperoni_m,1
10664,4667,66,spicy_ital_l,1
10665,4667,90,spin_pesto_l,1
10666,4667,91,spinach_fet_s,1
10667,4667,68,spinach_supr_m,1
10668,4668,57,prsc_argla_l,1
10669,4668,95,veggie_veg_m,1
10670,4669,4,cali_ckn_s,1
10671,4669,30,ital_cpcllo_l,1
10672,4669,51,ital_supr_l,1
10673,4669,31,napolitana_s,1
10674,4669,39,pepperoni_l,1
10675,4670,47,calabrese_m,1
10676,4670,90,spin_pesto_l,1
10677,4670,18,thai_ckn_l,1
10678,4671,86,mexicana_m,1
10679,4671,92,spinach_fet_m,1
10680,4671,18,thai_ckn_l,1
10681,4672,95,veggie_veg_m,1
10682,4673,3,bbq_ckn_l,1
10683,4673,30,ital_cpcllo_l,1
10684,4673,38,pepperoni_m,1
10685,4674,52,peppr_salami_s,1
10686,4675,31,napolitana_s,1
10687,4675,34,pep_msh_pep_s,1
10688,4676,25,hawaiian_s,1
10689,4677,72,five_cheese_l,1
10690,4678,57,prsc_argla_l,1
10691,4679,5,cali_ckn_m,1
10692,4680,15,southw_ckn_l,1
10693,4681,39,pepperoni_l,1
10694,4681,15,southw_ckn_l,1
10695,4682,37,pepperoni_s,1
10696,4683,1,bbq_ckn_s,1
10697,4683,22,classic_dlx_s,1
10698,4684,14,southw_ckn_m,1
10699,4685,72,five_cheese_l,1
10700,4685,91,spinach_fet_s,1
10701,4686,6,cali_ckn_l,1
10702,4686,36,pep_msh_pep_l,1
10703,4687,60,sicilian_l,1
10704,4687,15,southw_ckn_l,1
10705,4688,50,ital_supr_m,1
10706,4689,29,ital_cpcllo_m,1
10707,4689,17,thai_ckn_m,1
10708,4690,19,big_meat_s,1
10709,4690,18,thai_ckn_l,1
10710,4691,77,green_garden_m,1
10711,4692,34,pep_msh_pep_s,1
10712,4692,14,southw_ckn_m,1
10713,4692,95,veggie_veg_m,1
10714,4693,31,napolitana_s,1
10715,4693,53,peppr_salami_m,2
10716,4693,17,thai_ckn_m,1
10717,4694,72,five_cheese_l,1
10718,4694,91,spinach_fet_s,1
10719,4695,75,four_cheese_l,1
10720,4695,25,hawaiian_s,1
10721,4696,5,cali_ckn_m,1
10722,4697,33,napolitana_l,1
10723,4697,66,spicy_ital_l,1
10724,4698,33,napolitana_l,1
10725,4698,15,southw_ckn_l,1
10726,4698,16,thai_ckn_s,1
10727,4698,96,veggie_veg_l,1
10728,4699,24,classic_dlx_l,1
10729,4699,34,pep_msh_pep_s,1
10730,4700,36,pep_msh_pep_l,1
10731,4701,48,calabrese_l,1
10732,4701,72,five_cheese_l,1
10733,4702,8,ckn_alfredo_m,1
10734,4702,95,veggie_veg_m,1
10735,4703,77,green_garden_m,1
10736,4703,51,ital_supr_l,1
10737,4703,39,pepperoni_l,1
10738,4703,66,spicy_ital_l,1
10739,4704,26,hawaiian_m,1
10740,4705,5,cali_ckn_m,1
10741,4706,11,ckn_pesto_m,1
10742,4706,30,ital_cpcllo_l,1
10743,4706,57,prsc_argla_l,1
10744,4706,89,spin_pesto_m,1
10745,4707,91,spinach_fet_s,1
10746,4707,95,veggie_veg_m,1
10747,4708,79,ital_veggie_s,1
10748,4708,82,mediterraneo_s,1
10749,4708,86,mexicana_m,1
10750,4709,4,cali_ckn_s,1
10751,4709,24,classic_dlx_l,1
10752,4710,28,ital_cpcllo_s,1
10753,4710,14,southw_ckn_m,1
10754,4710,18,thai_ckn_l,1
10755,4711,1,bbq_ckn_s,1
10756,4711,19,big_meat_s,1
10757,4711,23,classic_dlx_m,1
10758,4711,33,napolitana_l,1
10759,4712,1,bbq_ckn_s,1
10760,4713,75,four_cheese_l,1
10761,4714,87,mexicana_l,1
10762,4715,75,four_cheese_l,1
10763,4715,74,four_cheese_m,1
10764,4715,25,hawaiian_s,1
10765,4716,22,classic_dlx_s,1
10766,4716,75,four_cheese_l,1
10767,4716,25,hawaiian_s,1
10768,4717,66,spicy_ital_l,1
10769,4718,72,five_cheese_l,1
10770,4719,8,ckn_alfredo_m,1
10771,4720,74,four_cheese_m,1
10772,4720,66,spicy_ital_l,1
10773,4721,66,spicy_ital_l,1
10774,4721,91,spinach_fet_s,1
10775,4722,23,classic_dlx_m,1
10776,4722,74,four_cheese_m,1
10777,4722,55,prsc_argla_s,1
10778,4722,15,southw_ckn_l,1
10779,4723,2,bbq_ckn_m,1
10780,4723,29,ital_cpcllo_m,1
10781,4723,59,sicilian_m,1
10782,4723,66,spicy_ital_l,1
10783,4724,2,bbq_ckn_m,1
10784,4725,31,napolitana_s,1
10785,4725,52,peppr_salami_s,1
10786,4725,13,southw_ckn_s,1
10787,4726,5,cali_ckn_m,1
10788,4726,10,ckn_pesto_s,1
10789,4727,3,bbq_ckn_l,1
10790,4727,39,pepperoni_l,1
10791,4727,54,peppr_salami_l,1
10792,4728,8,ckn_alfredo_m,1
10793,4728,35,pep_msh_pep_m,1
10794,4728,13,southw_ckn_s,1
10795,4729,19,big_meat_s,1
10796,4729,22,classic_dlx_s,1
10797,4730,2,bbq_ckn_m,1
10798,4730,45,brie_carre_s,1
10799,4730,75,four_cheese_l,1
10800,4730,79,ital_veggie_s,1
10801,4731,7,ckn_alfredo_s,1
10802,4732,2,bbq_ckn_m,1
10803,4732,19,big_meat_s,1
10804,4732,48,calabrese_l,1
10805,4732,6,cali_ckn_l,1
10806,4732,5,cali_ckn_m,1
10807,4732,72,five_cheese_l,1
10808,4732,75,four_cheese_l,1
10809,4732,51,ital_supr_l,1
10810,4732,50,ital_supr_m,1
10811,4732,86,mexicana_m,1
10812,4732,37,pepperoni_s,1
10813,4732,42,the_greek_l,1
10814,4733,19,big_meat_s,2
10815,4733,6,cali_ckn_l,1
10816,4733,93,spinach_fet_l,1
10817,4734,37,pepperoni_s,1
10818,4735,79,ital_veggie_s,1
10819,4735,58,sicilian_s,1
10820,4735,67,spinach_supr_s,1
10821,4735,17,thai_ckn_m,1
10822,4735,95,veggie_veg_m,1
10823,4736,25,hawaiian_s,1
10824,4737,19,big_meat_s,1
10825,4738,89,spin_pesto_m,1
10826,4739,90,spin_pesto_l,1
10827,4740,6,cali_ckn_l,1
10828,4740,80,ital_veggie_m,1
10829,4740,34,pep_msh_pep_s,1
10830,4740,14,southw_ckn_m,1
10831,4741,51,ital_supr_l,1
10832,4741,18,thai_ckn_l,1
10833,4741,41,the_greek_m,1
10834,4741,40,the_greek_s,1
10835,4742,24,classic_dlx_l,1
10836,4742,76,green_garden_s,1
10837,4742,27,hawaiian_l,1
10838,4742,58,sicilian_s,1
10839,4743,61,soppressata_s,1
10840,4744,66,spicy_ital_l,1
10841,4745,38,pepperoni_m,1
10842,4746,6,cali_ckn_l,1
10843,4746,5,cali_ckn_m,1
10844,4746,72,five_cheese_l,1
10845,4746,43,the_greek_xl,1
10846,4747,4,cali_ckn_s,1
10847,4747,18,thai_ckn_l,1
10848,4748,92,spinach_fet_m,1
10849,4749,26,hawaiian_m,1
10850,4749,25,hawaiian_s,1
10851,4750,23,classic_dlx_m,1
10852,4750,32,napolitana_m,1
10853,4750,65,spicy_ital_m,1
10854,4751,62,soppressata_m,1
10855,4751,95,veggie_veg_m,1
10856,4752,60,sicilian_l,1
10857,4753,65,spicy_ital_m,1
10858,4754,19,big_meat_s,1
10859,4755,72,five_cheese_l,1
10860,4755,54,peppr_salami_l,1
10861,4755,57,prsc_argla_l,1
10862,4755,58,sicilian_s,1
10863,4756,72,five_cheese_l,1
10864,4756,95,veggie_veg_m,1
10865,4757,10,ckn_pesto_s,1
10866,4758,80,ital_veggie_m,1
10867,4759,27,hawaiian_l,1
10868,4759,50,ital_supr_m,2
10869,4759,43,the_greek_xl,1
10870,4760,6,cali_ckn_l,1
10871,4760,79,ital_veggie_s,1
10872,4760,35,pep_msh_pep_m,1
10873,4761,45,brie_carre_s,1
10874,4761,37,pepperoni_s,1
10875,4761,13,southw_ckn_s,1
10876,4761,44,the_greek_xxl,1
10877,4762,89,spin_pesto_m,1
10878,4763,26,hawaiian_m,1
10879,4763,66,spicy_ital_l,1
10880,4763,41,the_greek_m,1
10881,4764,72,five_cheese_l,1
10882,4764,15,southw_ckn_l,1
10883,4764,66,spicy_ital_l,1
10884,4765,23,classic_dlx_m,1
10885,4765,26,hawaiian_m,1
10886,4766,25,hawaiian_s,1
10887,4766,59,sicilian_m,1
10888,4767,87,mexicana_l,1
10889,4767,15,southw_ckn_l,1
10890,4767,65,spicy_ital_m,1
10891,4767,18,thai_ckn_l,1
10892,4768,50,ital_supr_m,1
10893,4768,38,pepperoni_m,1
10894,4768,55,prsc_argla_s,1
10895,4768,15,southw_ckn_l,1
10896,4769,29,ital_cpcllo_m,1
10897,4770,58,sicilian_s,1
10898,4770,18,thai_ckn_l,1
10899,4771,72,five_cheese_l,1
10900,4771,51,ital_supr_l,1
10901,4771,62,soppressata_m,1
10902,4771,17,thai_ckn_m,1
10903,4772,2,bbq_ckn_m,1
10904,4772,59,sicilian_m,1
10905,4773,18,thai_ckn_l,1
10906,4774,26,hawaiian_m,1
10907,4775,87,mexicana_l,1
10908,4775,58,sicilian_s,1
10909,4775,41,the_greek_m,1
10910,4775,96,veggie_veg_l,1
10911,4776,4,cali_ckn_s,1
10912,4776,16,thai_ckn_s,1
10913,4777,25,hawaiian_s,1
10914,4777,87,mexicana_l,1
10915,4778,13,southw_ckn_s,1
10916,4779,15,southw_ckn_l,1
10917,4779,42,the_greek_l,1
10918,4780,87,mexicana_l,1
10919,4781,15,southw_ckn_l,1
10920,4782,39,pepperoni_l,1
10921,4782,38,pepperoni_m,1
10922,4782,90,spin_pesto_l,1
10923,4783,55,prsc_argla_s,1
10924,4783,91,spinach_fet_s,1
10925,4783,17,thai_ckn_m,1
10926,4784,94,veggie_veg_s,1
10927,4785,66,spicy_ital_l,1
10928,4786,24,classic_dlx_l,1
10929,4786,72,five_cheese_l,1
10930,4787,52,peppr_salami_s,1
10931,4788,40,the_greek_s,1
10932,4789,45,brie_carre_s,1
10933,4789,23,classic_dlx_m,1
10934,4789,22,classic_dlx_s,1
10935,4789,75,four_cheese_l,1
10936,4789,51,ital_supr_l,1
10937,4789,39,pepperoni_l,2
10938,4789,38,pepperoni_m,1
10939,4789,53,peppr_salami_m,1
10940,4790,72,five_cheese_l,1
10941,4791,37,pepperoni_s,1
10942,4791,58,sicilian_s,1
10943,4792,40,the_greek_s,1
10944,4793,5,cali_ckn_m,1
10945,4793,31,napolitana_s,1
10946,4794,6,cali_ckn_l,1
10947,4794,94,veggie_veg_s,1
10948,4795,23,classic_dlx_m,1
10949,4795,52,peppr_salami_s,1
10950,4795,59,sicilian_m,1
10951,4796,19,big_meat_s,1
10952,4797,10,ckn_pesto_s,1
10953,4797,38,pepperoni_m,1
10954,4798,47,calabrese_m,1
10955,4798,76,green_garden_s,1
10956,4798,90,spin_pesto_l,1
10957,4799,6,cali_ckn_l,1
10958,4799,75,four_cheese_l,1
10959,4800,95,veggie_veg_m,1
10960,4801,3,bbq_ckn_l,1
10961,4801,19,big_meat_s,1
10962,4801,53,peppr_salami_m,1
10963,4801,69,spinach_supr_l,1
10964,4802,18,thai_ckn_l,1
10965,4803,26,hawaiian_m,1
10966,4804,25,hawaiian_s,1
10967,4804,80,ital_veggie_m,1
10968,4805,45,brie_carre_s,1
10969,4805,96,veggie_veg_l,1
10970,4806,8,ckn_alfredo_m,1
10971,4806,23,classic_dlx_m,1
10972,4806,75,four_cheese_l,1
10973,4806,49,ital_supr_s,1
10974,4807,10,ckn_pesto_s,1
10975,4807,75,four_cheese_l,1
10976,4808,8,ckn_alfredo_m,1
10977,4808,27,hawaiian_l,1
10978,4808,25,hawaiian_s,1
10979,4809,72,five_cheese_l,1
10980,4809,83,mediterraneo_m,1
10981,4809,87,mexicana_l,1
10982,4809,54,peppr_salami_l,1
10983,4810,45,brie_carre_s,1
10984,4810,58,sicilian_s,1
10985,4810,90,spin_pesto_l,1
10986,4811,33,napolitana_l,1
10987,4811,41,the_greek_m,1
10988,4812,37,pepperoni_s,1
10989,4813,42,the_greek_l,1
10990,4814,84,mediterraneo_l,1
10991,4815,3,bbq_ckn_l,1
10992,4815,80,ital_veggie_m,1
10993,4816,50,ital_supr_m,1
10994,4817,11,ckn_pesto_m,1
10995,4817,83,mediterraneo_m,1
10996,4818,55,prsc_argla_s,1
10997,4819,93,spinach_fet_l,1
10998,4819,18,thai_ckn_l,1
10999,4820,87,mexicana_l,1
11000,4821,25,hawaiian_s,1
11001,4821,38,pepperoni_m,1
11002,4821,67,spinach_supr_s,1
11003,4822,24,classic_dlx_l,1
11004,4822,60,sicilian_l,1
11005,4822,63,soppressata_l,1
11006,4822,62,soppressata_m,1
11007,4823,53,peppr_salami_m,1
11008,4824,13,southw_ckn_s,1
11009,4825,3,bbq_ckn_l,1
11010,4825,23,classic_dlx_m,1
11011,4825,83,mediterraneo_m,1
11012,4825,17,thai_ckn_m,1
11013,4826,27,hawaiian_l,1
11014,4827,37,pepperoni_s,1
11015,4828,3,bbq_ckn_l,1
11016,4829,3,bbq_ckn_l,1
11017,4829,13,southw_ckn_s,1
11018,4830,6,cali_ckn_l,1
11019,4830,24,classic_dlx_l,1
11020,4830,65,spicy_ital_m,1
11021,4831,9,ckn_alfredo_l,1
11022,4832,53,peppr_salami_m,1
11023,4833,79,ital_veggie_s,1
11024,4834,8,ckn_alfredo_m,1
11025,4835,72,five_cheese_l,1
11026,4835,87,mexicana_l,1
11027,4836,3,bbq_ckn_l,1
11028,4836,11,ckn_pesto_m,1
11029,4836,22,classic_dlx_s,1
11030,4836,72,five_cheese_l,1
11031,4836,77,green_garden_m,1
11032,4836,26,hawaiian_m,1
11033,4836,49,ital_supr_s,1
11034,4836,79,ital_veggie_s,2
11035,4836,82,mediterraneo_s,1
11036,4836,37,pepperoni_s,2
11037,4836,59,sicilian_m,1
11038,4836,13,southw_ckn_s,1
11039,4836,89,spin_pesto_m,1
11040,4837,2,bbq_ckn_m,1
11041,4837,58,sicilian_s,1
11042,4838,3,bbq_ckn_l,1
11043,4838,1,bbq_ckn_s,1
11044,4838,5,cali_ckn_m,1
11045,4838,8,ckn_alfredo_m,1
11046,4838,23,classic_dlx_m,1
11047,4838,39,pepperoni_l,1
11048,4838,18,thai_ckn_l,1
11049,4838,43,the_greek_xl,1
11050,4839,52,peppr_salami_s,1
11051,4840,9,ckn_alfredo_l,1
11052,4840,27,hawaiian_l,1
11053,4841,75,four_cheese_l,1
11054,4841,33,napolitana_l,1
11055,4841,36,pep_msh_pep_l,1
11056,4841,56,prsc_argla_m,1
11057,4841,93,spinach_fet_l,1
11058,4841,67,spinach_supr_s,1
11059,4842,54,peppr_salami_l,1
11060,4843,26,hawaiian_m,1
11061,4843,59,sicilian_m,1
11062,4844,50,ital_supr_m,1
11063,4845,38,pepperoni_m,1
11064,4845,15,southw_ckn_l,1
11065,4846,72,five_cheese_l,1
11066,4846,84,mediterraneo_l,1
11067,4846,34,pep_msh_pep_s,1
11068,4846,60,sicilian_l,1
11069,4847,23,classic_dlx_m,1
11070,4848,72,five_cheese_l,1
11071,4849,75,four_cheese_l,1
11072,4850,3,bbq_ckn_l,1
11073,4850,12,ckn_pesto_l,1
11074,4850,22,classic_dlx_s,1
11075,4850,59,sicilian_m,1
11076,4851,76,green_garden_s,1
11077,4852,46,calabrese_s,1
11078,4853,10,ckn_pesto_s,1
11079,4854,75,four_cheese_l,1
11080,4854,87,mexicana_l,1
11081,4855,43,the_greek_xl,1
11082,4856,66,spicy_ital_l,1
11083,4857,1,bbq_ckn_s,1
11084,4857,23,classic_dlx_m,1
11085,4857,79,ital_veggie_s,1
11086,4857,93,spinach_fet_l,1
11087,4858,30,ital_cpcllo_l,1
11088,4858,55,prsc_argla_s,1
11089,4859,9,ckn_alfredo_l,1
11090,4859,24,classic_dlx_l,1
11091,4859,14,southw_ckn_m,1
11092,4860,38,pepperoni_m,1
11093,4860,67,spinach_supr_s,1
11094,4861,2,bbq_ckn_m,1
11095,4861,53,peppr_salami_m,1
11096,4862,35,pep_msh_pep_m,1
11097,4863,32,napolitana_m,1
11098,4863,34,pep_msh_pep_s,1
11099,4864,88,spin_pesto_s,1
11100,4864,69,spinach_supr_l,1
11101,4865,63,soppressata_l,1
11102,4865,96,veggie_veg_l,1
11103,4866,27,hawaiian_l,1
11104,4866,54,peppr_salami_l,1
11105,4867,94,veggie_veg_s,1
11106,4868,8,ckn_alfredo_m,1
11107,4868,32,napolitana_m,1
11108,4869,77,green_garden_m,1
11109,4869,52,peppr_salami_s,1
11110,4869,65,spicy_ital_m,1
11111,4870,75,four_cheese_l,1
11112,4871,6,cali_ckn_l,2
11113,4871,28,ital_cpcllo_s,1
11114,4871,85,mexicana_s,1
11115,4872,72,five_cheese_l,1
11116,4872,27,hawaiian_l,1
11117,4873,14,southw_ckn_m,1
11118,4874,18,thai_ckn_l,1
11119,4875,19,big_meat_s,1
11120,4875,46,calabrese_s,1
11121,4875,39,pepperoni_l,1
11122,4876,15,southw_ckn_l,1
11123,4877,6,cali_ckn_l,1
11124,4877,35,pep_msh_pep_m,1
11125,4878,55,prsc_argla_s,1
11126,4879,19,big_meat_s,1
11127,4879,72,five_cheese_l,1
11128,4880,26,hawaiian_m,1
11129,4880,87,mexicana_l,2
11130,4881,19,big_meat_s,1
11131,4881,15,southw_ckn_l,1
11132,4881,92,spinach_fet_m,1
11133,4881,18,thai_ckn_l,1
11134,4882,4,cali_ckn_s,1
11135,4883,54,peppr_salami_l,1
11136,4884,11,ckn_pesto_m,1
11137,4885,39,pepperoni_l,1
11138,4886,75,four_cheese_l,1
11139,4886,54,peppr_salami_l,1
11140,4887,19,big_meat_s,1
11141,4887,15,southw_ckn_l,1
11142,4887,95,veggie_veg_m,1
11143,4888,17,thai_ckn_m,1
